City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
584,Bloemfontein,ZA,73.4,clear sky,-29.12,26.21,Protea Hotel by Marriott Bloemfontein
585,Kutum,SD,72.91,few clouds,14.2,24.67,Dibbo areaمنطقة دبو
586,Bonthe,SL,83.3,light rain,7.53,-12.51,Bonthe Holiday Village
587,Iralaya,HN,80.76,moderate rain,15.0,-83.23,Iglesia morava renovada
588,Itanhandu,BR,84.2,broken clouds,-22.3,-44.93,Hotel casarão
589,Tuy Hoa,VN,74.86,light rain,13.08,109.3,CenDeluxe Hotel Tuy Hoa
591,Praia Da Vitoria,PT,60.01,few clouds,38.73,-27.07,Hotel Branco I
593,Mamallapuram,IN,80.6,moderate rain,12.63,80.17,Radisson Blu Resort Temple Bay Mamallapuram
594,Tecoanapa,MX,85.44,scattered clouds,16.52,-98.75,Hotel Manglares
595,Djenne,ML,89.51,few clouds,13.91,-4.55,Restaurant Kita Kouraou
600,Dubai,AE,78.01,few clouds,25.26,55.3,"Radisson Blu Hotel, Dubai Deira Creek"
601,Nagato,JP,53.6,few clouds,34.38,131.2,いそう庵
603,Broken Hill,AU,66.2,clear sky,-31.95,141.43,Daydream Motel & Cottages
605,Gat,IL,66.99,overcast clouds,31.61,34.76,OlusHome
608,Kampot,KH,78.8,few clouds,10.62,104.18,Champa Lodge
609,Naco,MX,60.01,clear sky,31.33,-109.95,Naco Estates Mobile Home & RV
619,Taltal,CL,67.37,broken clouds,-25.4,-70.48,Residencial Karime
620,Shakawe,BW,78.73,light rain,-18.37,21.85,Ditlhapi Guest House
622,Chabahar,IR,76.82,clear sky,25.29,60.64,هتل گدروشیا
623,Luena,AO,64.69,heavy intensity rain,-11.78,19.92,Hotel Kandamba
624,Gigmoto,PH,78.93,scattered clouds,13.78,124.39,Cj's Travellers Inn
627,Torrevieja,ES,61.0,overcast clouds,37.98,-0.68,Hotel Fontana Plaza
631,Worthing,GB,52.0,few clouds,50.81,-0.37,The Chatsworth Hotel
632,Ambo,PE,84.2,few clouds,-10.13,-76.2,La Loma Resort
633,Champoton,MX,80.6,few clouds,19.35,-90.72,HOTEL Posada La Regia
634,Kaeo,NZ,66.0,light rain,-35.1,173.78,Bushido Lodge
635,Boffa,GN,85.33,clear sky,10.17,-14.03,Hôtel Niara Belly
637,Bahia Blanca,AR,76.53,few clouds,-38.72,-62.27,Hotel Argos
638,Hutchinson,US,55.0,mist,38.06,-97.93,Hampton Inn Hutchinson
640,Grand-Bourg,GP,86.0,scattered clouds,15.88,-61.31,Coco Beach Resort
643,Panaba,MX,81.79,clear sky,21.28,-88.27,Hotel Amor
644,Biaora,IN,64.58,clear sky,23.87,76.92,SARPANCH MOTEL HOTEL
650,Najran,SA,69.8,clear sky,17.49,44.13,محمد هادي ال فطيح
651,Quepos,CR,78.8,broken clouds,9.42,-84.17,Jungle Beach Hotel at Manuel Antonio
652,Belmonte,BR,78.8,scattered clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
653,Labuan,MY,77.0,few clouds,5.28,115.24,Tiara Labuan Hotel
654,Dhidhdhoo,MV,82.44,scattered clouds,6.88,73.1,Dhidhoo beach
655,Angoche,MZ,83.01,clear sky,-16.23,39.91,Guest House HESADA
657,Pochutla,MX,86.0,few clouds,15.74,-96.47,Hotel Posada San Jose
659,Kingaroy,AU,68.0,overcast clouds,-26.53,151.83,Ascot Lodge Motel Kingaroy
660,Noumea,NC,69.8,clear sky,-22.28,166.46,Hôtel Le Lagon
661,Alice Springs,AU,73.4,clear sky,-23.7,133.88,Desert Palms Alice Springs
664,Golden Gate,US,80.01,clear sky,26.19,-81.7,Quality Inn & Suites Golf Resort
667,Malpe,IN,80.6,few clouds,13.35,74.72,Hotel Sri Krishna Residency
668,Pangai,TO,77.14,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
670,Southampton,GB,51.8,clear sky,50.9,-1.4,Leonardo Royal Southampton Grand Harbour
672,Shenzhen,CN,75.0,scattered clouds,22.55,114.07,Shun Hing Square
673,Galle,LK,80.08,overcast clouds,6.04,80.22,Amangalla
674,San Francisco De Becerra,HN,78.8,broken clouds,14.63,-86.1,Casa antony ruiz
678,Xunchang,CN,51.22,overcast clouds,28.45,104.72,Jiabin Inn
679,Tumut,AU,55.06,few clouds,-35.3,148.22,Amaroo Motel
680,Marsabit,KE,75.22,few clouds,2.33,37.99,Chicho Hotel
681,Vila,PT,53.01,light rain,42.03,-8.16,Hotel Castrum Villae
682,Manta,EC,77.0,broken clouds,-0.95,-80.73,Balandra Hotel
683,Tateyama,JP,51.01,light rain,34.98,139.87,Tateyama Seaside Hotel
684,Byron Bay,AU,69.8,overcast clouds,-28.65,153.62,Backpackers Inn on the Beach
685,Tabuk,PH,69.42,scattered clouds,17.42,121.44,Grand Zion Garden Resort Hotel
687,Torres,BR,78.33,clear sky,-29.34,-49.73,Farol Hotel
689,Bialong,PH,75.45,broken clouds,6.98,124.89,Bialong Shariff Aguak
